customer_id,arrival_time,day_type,service_time_seconds,withdrawal_amount_usd
182,2025-01-01 09:09:07.932147,Payday,52.4,116.32
183,2025-01-01 09:10:27.206117,Normal,39.5,43.87
184,2025-01-01 09:11:12.163843,Payday,67.62,128.55
185,2025-01-01 09:11:37.258773,Payday,38.07,102.85
186,2025-01-01 09:12:00.381438,Payday,58.07,157.03
187,2025-01-01 09:12:03.865637,Payday,77.99,150.83
188,2025-01-01 09:12:04.497946,Normal,37.87,61.77
189,2025-01-01 09:12:09.881286,Normal,51.52,70.7
190,2025-01-01 09:12:20.667294,Payday,82.21,140.17
191,2025-01-01 09:12:32.938078,Payday,133.71,77.07
192,2025-01-01 09:12:40.563374,Normal,36.88,10.0
193,2025-01-01 09:12:58.552134,Payday,47.04,168.1
194,2025-01-01 09:13:09.174578,Payday,72.96,86.3
195,2025-01-01 09:14:05.008832,Payday,58.65,74.65
196,2025-01-01 09:14:42.061679,Payday,96.84,98.08
197,2025-01-01 09:14:51.924489,Normal,39.15,58.08
198,2025-01-01 09:14:57.192416,Payday,62.18,146.36
199,2025-01-01 09:15:00.494578,Normal,63.12,58.04
200,2025-01-01 09:15:13.054816,Normal,60.44,41.11
201,2025-01-01 09:15:21.971883,Payday,62.9,156.42
202,2025-01-01 09:15:38.388516,Payday,45.08,83.27
203,2025-01-01 09:16:02.398696,Normal,47.05,66.71
204,2025-01-01 09:16:20.995921,Normal,47.17,102.87
205,2025-01-01 09:17:14.952365,Normal,47.21,52.0
206,2025-01-01 09:17:32.933294,Normal,75.46,60.48
207,2025-01-01 09:17:34.622838,Normal,57.85,666.75
208,2025-01-01 09:18:20.707846,Normal,41.87,49.87
209,2025-01-01 09:18:36.994133,Normal,29.17,71.61
210,2025-01-01 09:19:04.065943,Payday,53.92,137.11
211,2025-01-01 09:19:32.984432,Payday,78.35,166.49
212,2025-01-01 09:19:33.814021,Normal,36.87,52.99
213,2025-01-01 09:19:40.882106,Normal,43.62,53.1
214,2025-01-01 09:20:26.819214,Normal,61.66,10.0
215,2025-01-01 09:20:42.182160,Normal,30.87,54.07
216,2025-01-01 09:20:46.548246,Payday,83.63,149.59
217,2025-01-01 09:22:02.361759,Payday,81.23,141.37
218,2025-01-01 09:22:56.232119,Payday,87.89,97.19
219,2025-01-01 09:22:58.173870,Payday,51.42,157.04
220,2025-01-01 09:23:30.085913,Payday,73.18,158.56
221,2025-01-01 09:23:56.382031,Payday,61.28,821.68
222,2025-01-01 09:24:00.036069,Payday,62.66,615.49
223,2025-01-01 09:24:41.428804,Normal,37.11,31.25
224,2025-01-01 09:24:41.821419,Normal,24.96,85.29
225,2025-01-01 09:25:07.461615,Payday,90.11,111.12
226,2025-01-01 09:25:13.832864,Payday,81.4,63.72
227,2025-01-01 09:25:14.317198,Payday,109.09,75.68
228,2025-01-01 09:26:09.836569,Payday,68.47,124.99
229,2025-01-01 09:26:23.703850,Normal,23.96,39.1
230,2025-01-01 09:26:27.371775,Payday,71.6,185.47
231,2025-01-01 09:26:48.776423,Payday,66.78,160.86
232,2025-01-01 09:27:23.584184,Normal,70.86,63.45
233,2025-01-01 09:27:28.086416,Normal,29.54,52.02
234,2025-01-01 09:27:32.836938,Payday,65.33,153.67
235,2025-01-01 09:27:50.873970,Payday,87.75,130.35
236,2025-01-01 09:28:02.532672,Payday,85.09,145.06
237,2025-01-01 09:28:27.880473,Payday,57.87,95.53
238,2025-01-01 09:28:51.967713,Payday,71.41,115.6
239,2025-01-01 09:29:27.371946,Payday,71.79,992.16
240,2025-01-01 09:29:33.175942,Payday,125.02,70.7
241,2025-01-01 09:29:43.752188,Payday,94.05,168.96
242,2025-01-01 09:29:56.648429,Normal,54.68,43.04
243,2025-01-01 09:30:38.208317,Payday,83.13,117.46
244,2025-01-01 09:31:04.211612,Normal,47.15,62.15
245,2025-01-01 09:31:05.795470,Normal,26.77,16.21
246,2025-01-01 09:31:11.568692,Payday,90.5,95.02
247,2025-01-01 09:31:50.004969,Normal,56.85,53.6
248,2025-01-01 09:31:58.587283,Payday,67.51,93.27
249,2025-01-01 09:32:06.993980,Payday,78.87,196.01
250,2025-01-01 09:32:10.530075,Normal,40.98,18.84
251,2025-01-01 09:32:37.055312,Payday,84.18,514.1
252,2025-01-01 09:32:40.423712,Payday,70.72,158.81
253,2025-01-01 09:33:01.824786,Normal,40.2,28.24
254,2025-01-01 09:33:28.589613,Normal,56.15,23.61
255,2025-01-01 09:33:40.688336,Payday,95.77,123.73
256,2025-01-01 09:33:48.581579,Payday,71.63,106.96
257,2025-01-01 09:33:52.009708,Normal,42.29,66.33
258,2025-01-01 09:34:23.413390,Payday,68.59,48.82
259,2025-01-01 09:34:24.266840,Normal,52.42,40.93
260,2025-01-01 09:34:25.536862,Payday,109.32,116.1
261,2025-01-01 09:34:37.347178,Payday,58.78,134.67
262,2025-01-01 09:35:46.806687,Payday,72.38,165.13
263,2025-01-01 09:35:50.127822,Payday,95.21,118.23
264,2025-01-01 09:36:31.743533,Normal,42.44,72.58
265,2025-01-01 09:37:14.856418,Payday,78.59,173.81
266,2025-01-01 09:37:31.440684,Normal,51.01,29.15
267,2025-01-01 09:37:32.293687,Payday,55.98,106.33
268,2025-01-01 09:37:33.727325,Payday,63.72,60.24
269,2025-01-01 09:38:01.263057,Payday,81.63,78.11
270,2025-01-01 09:38:10.144777,Normal,60.34,58.25
271,2025-01-01 09:38:59.809241,Payday,87.26,106.27
272,2025-01-01 09:39:11.206492,Payday,33.28,89.06
273,2025-01-01 09:39:25.770393,Normal,48.4,64.27
274,2025-01-01 09:40:46.811093,Payday,95.46,112.38
275,2025-01-01 09:40:48.003056,Payday,86.59,176.48
276,2025-01-01 09:40:57.079686,Payday,39.62,134.67
277,2025-01-01 09:41:19.256909,Payday,67.32,128.09
278,2025-01-01 09:43:12.150866,Payday,84.04,105.76
279,2025-01-01 09:43:13.639483,Normal,23.9,43.99
280,2025-01-01 09:43:20.920880,Payday,50.35,634.25
281,2025-01-01 09:43:23.797756,Normal,35.34,11.33
282,2025-01-01 09:43:33.664858,Payday,61.31,114.48
283,2025-01-01 09:43:47.869542,Payday,86.82,50.11
284,2025-01-01 09:45:06.818896,Normal,37.03,73.34
285,2025-01-01 09:45:37.203490,Payday,50.0,109.39
286,2025-01-01 09:46:32.078777,Payday,78.21,174.49
287,2025-01-01 09:46:32.841827,Payday,52.94,845.31
288,2025-01-01 09:47:11.997238,Payday,63.69,144.49
289,2025-01-01 09:47:17.936202,Payday,55.43,31.06
290,2025-01-01 09:47:18.886979,Normal,42.98,42.53
291,2025-01-01 09:47:23.255035,Payday,99.56,97.33
292,2025-01-01 09:47:27.470245,Payday,61.05,94.58
293,2025-01-01 09:47:48.206299,Payday,81.43,146.89
294,2025-01-01 09:48:01.481083,Normal,30.92,56.87
295,2025-01-01 09:48:35.137379,Normal,56.25,42.75
296,2025-01-01 09:48:39.298518,Normal,52.01,60.87
297,2025-01-01 09:48:45.289643,Payday,67.98,64.04
298,2025-01-01 09:49:03.310962,Normal,58.0,15.03
299,2025-01-01 09:49:38.035766,Payday,71.48,10.0
300,2025-01-01 09:49:51.658836,Payday,85.11,116.53
301,2025-01-01 09:50:11.742465,Normal,31.42,54.8
302,2025-01-01 09:50:43.970462,Normal,48.67,58.11
303,2025-01-01 09:52:37.037347,Payday,62.98,166.64
304,2025-01-01 09:52:58.221452,Payday,72.54,144.1
305,2025-01-01 09:53:01.129443,Normal,35.0,58.37
306,2025-01-01 09:53:22.375303,Normal,49.8,643.52
307,2025-01-01 09:53:51.161187,Normal,45.3,51.8
308,2025-01-01 09:54:21.315313,Normal,62.94,54.27
309,2025-01-01 09:54:34.562823,Payday,107.47,183.62
310,2025-01-01 09:54:43.417101,Payday,63.62,596.01
311,2025-01-01 09:55:04.257568,Normal,51.46,50.96
312,2025-01-01 09:55:57.774125,Normal,39.24,52.56
313,2025-01-01 09:56:00.940045,Payday,55.03,140.75
314,2025-01-01 09:56:29.065304,Payday,98.05,71.3
315,2025-01-01 09:56:57.248289,Payday,78.99,163.77
316,2025-01-01 09:57:58.409529,Normal,38.69,64.64
317,2025-01-01 09:58:03.940811,Payday,67.88,120.08
318,2025-01-01 09:58:09.249722,Payday,105.66,175.09
319,2025-01-01 09:59:13.212055,Normal,60.73,45.55
320,2025-01-01 10:00:39.479108,Normal,31.24,25.45
321,2025-01-01 10:00:49.094160,Normal,64.92,67.96
322,2025-01-01 10:01:26.393280,Payday,76.75,129.32
323,2025-01-01 10:02:12.768650,Normal,53.67,31.11
324,2025-01-01 10:02:13.760657,Normal,48.88,74.98
325,2025-01-01 10:02:14.499005,Payday,96.26,141.37
326,2025-01-01 10:02:20.470631,Payday,57.54,152.89
327,2025-01-01 10:02:24.116938,Payday,58.26,115.42
328,2025-01-01 10:02:49.764214,Payday,45.9,194.74
329,2025-01-01 10:03:34.733448,Normal,56.95,536.22
330,2025-01-01 10:04:03.489876,Payday,70.6,195.69
331,2025-01-01 10:04:19.075046,Payday,57.33,968.43
332,2025-01-01 10:04:44.953802,Normal,41.84,41.93
333,2025-01-01 10:04:49.565669,Normal,73.82,49.55
334,2025-01-01 10:05:12.760231,Payday,57.59,148.98
335,2025-01-01 10:05:14.171141,Normal,34.48,50.75
336,2025-01-01 10:05:31.487628,Payday,106.59,95.53
337,2025-01-01 10:05:40.332169,Normal,56.87,62.47
338,2025-01-01 10:05:54.803916,Payday,71.76,137.54
339,2025-01-01 10:06:21.106558,Payday,71.86,71.59
340,2025-01-01 10:06:24.356100,Normal,38.05,71.78
341,2025-01-01 10:06:26.861293,Normal,46.37,69.0
342,2025-01-01 10:06:35.233123,Payday,94.28,107.78
343,2025-01-01 10:07:26.979974,Payday,48.91,120.49
344,2025-01-01 10:07:27.509054,Normal,31.47,61.29
345,2025-01-01 10:07:29.757175,Normal,58.09,47.79
346,2025-01-01 10:08:17.977508,Payday,67.73,111.13
347,2025-01-01 10:08:57.103139,Payday,127.76,132.07
348,2025-01-01 10:09:23.438143,Payday,62.99,125.59
349,2025-01-01 10:09:32.965811,Payday,67.75,149.67
350,2025-01-01 10:09:40.549561,Payday,66.93,123.38
351,2025-01-01 10:09:40.949759,Payday,93.2,112.66
352,2025-01-01 10:10:12.955041,Payday,54.2,147.95
353,2025-01-01 10:10:31.234264,Payday,70.17,178.67
354,2025-01-01 10:10:42.310258,Normal,25.4,38.54
355,2025-01-01 10:10:57.659574,Payday,68.06,96.57
356,2025-01-01 10:11:55.346936,Normal,51.39,24.92
357,2025-01-01 10:12:04.109778,Payday,121.49,98.84
358,2025-01-01 10:12:34.974837,Normal,49.82,36.29
359,2025-01-01 10:12:40.916773,Normal,48.89,44.17
360,2025-01-01 10:13:02.789381,Normal,31.13,56.38
361,2025-01-01 10:13:37.440795,Payday,56.48,115.45
362,2025-01-01 10:13:51.998362,Payday,66.35,170.91
363,2025-01-01 10:14:35.208263,Payday,69.82,112.49
364,2025-01-01 10:14:48.179679,Payday,71.57,163.94
365,2025-01-01 10:15:31.950873,Normal,26.33,44.55
366,2025-01-01 10:15:32.975327,Payday,93.13,122.89
367,2025-01-01 10:15:35.519573,Payday,116.16,62.46
368,2025-01-01 10:15:54.442327,Normal,52.79,22.16
369,2025-01-01 10:15:59.925486,Normal,55.16,74.45
370,2025-01-01 10:16:28.858776,Payday,64.7,114.94
371,2025-01-01 10:16:55.695260,Normal,49.35,75.97
372,2025-01-01 10:17:25.334837,Normal,43.43,29.3
373,2025-01-01 10:17:25.932352,Payday,81.6,87.44
374,2025-01-01 10:18:31.374092,Payday,102.06,101.34
375,2025-01-01 10:18:38.414591,Payday,77.7,106.95
376,2025-01-01 10:19:40.043100,Payday,53.03,95.24
377,2025-01-01 10:20:04.372906,Normal,19.79,108.76
378,2025-01-01 10:20:08.885430,Normal,33.74,62.89
379,2025-01-01 10:20:09.001261,Payday,75.75,107.41
380,2025-01-01 10:20:33.341419,Payday,70.12,131.79
381,2025-01-01 10:21:53.994341,Normal,48.32,36.99
382,2025-01-01 10:22:20.566129,Payday,77.89,106.07
383,2025-01-01 10:22:54.775290,Normal,51.57,31.66
384,2025-01-01 10:23:34.437608,Payday,58.64,119.35
385,2025-01-01 10:23:36.928120,Payday,46.94,115.67
386,2025-01-01 10:24:21.578262,Normal,44.63,90.07
387,2025-01-01 10:25:22.533249,Normal,39.61,51.35
388,2025-01-01 10:25:46.870765,Payday,49.21,122.34
389,2025-01-01 10:25:57.622975,Normal,32.08,63.37
390,2025-01-01 10:26:12.642522,Normal,35.74,55.93
391,2025-01-01 10:26:15.831848,Payday,88.63,158.5
392,2025-01-01 10:26:32.280257,Payday,46.23,620.75
393,2025-01-01 10:26:46.008103,Payday,74.22,134.94
394,2025-01-01 10:27:57.697676,Payday,80.15,106.22
395,2025-01-01 10:28:09.296366,Payday,92.28,11.7
396,2025-01-01 10:28:11.732861,Payday,82.71,148.11
397,2025-01-01 10:28:57.023563,Payday,90.54,93.88
398,2025-01-01 10:29:16.971509,Payday,64.0,148.61
399,2025-01-01 10:29:21.676591,Payday,77.87,49.78
400,2025-01-01 10:29:39.937461,Payday,72.06,110.03
401,2025-01-01 10:30:21.005862,Normal,51.77,57.11
402,2025-01-01 10:31:10.455877,Payday,91.23,133.28
403,2025-01-01 10:31:19.827383,Payday,40.79,104.28
404,2025-01-01 10:31:20.844603,Normal,60.48,44.77
405,2025-01-01 10:31:25.715039,Payday,54.97,83.11
406,2025-01-01 10:31:27.346325,Payday,92.88,89.35
407,2025-01-01 10:31:30.351379,Payday,36.17,24.6
408,2025-01-01 10:31:47.617551,Payday,116.28,126.32
409,2025-01-01 10:31:47.732568,Payday,91.39,112.18
410,2025-01-01 10:31:57.125266,Payday,32.52,136.54
411,2025-01-01 10:31:59.192733,Normal,26.37,43.93
412,2025-01-01 10:32:06.927485,Normal,47.04,36.0
413,2025-01-01 10:32:09.909132,Payday,108.01,94.83
414,2025-01-01 10:32:48.299865,Payday,75.18,159.06
415,2025-01-01 10:32:57.876539,Normal,39.55,49.6
416,2025-01-01 10:33:20.913364,Payday,99.61,25.98
417,2025-01-01 10:33:36.078219,Payday,46.33,63.04
418,2025-01-01 10:33:38.109922,Payday,78.57,41.42
419,2025-01-01 10:33:40.314621,Normal,53.16,61.51
420,2025-01-01 10:34:38.464790,Payday,59.99,135.44
421,2025-01-01 10:34:46.422147,Payday,69.84,194.84
422,2025-01-01 10:34:50.097288,Payday,57.98,759.47
423,2025-01-01 10:35:11.489765,Payday,52.59,89.81
424,2025-01-01 10:35:35.521856,Normal,34.55,30.31
425,2025-01-01 10:36:24.262347,Normal,22.05,57.94
426,2025-01-01 10:36:34.748089,Payday,58.88,136.36
427,2025-01-01 10:36:43.278777,Payday,57.02,107.97
428,2025-01-01 10:36:50.258585,Payday,71.22,60.95
429,2025-01-01 10:37:02.041698,Normal,37.76,18.26
430,2025-01-01 10:37:08.037305,Normal,33.37,61.02
431,2025-01-01 10:38:07.461656,Payday,96.38,68.56
432,2025-01-01 10:38:28.358002,Payday,83.65,91.31
433,2025-01-01 10:39:23.920925,Normal,61.77,48.5
434,2025-01-01 10:39:25.252416,Normal,50.66,52.78
435,2025-01-01 10:39:40.292216,Payday,92.58,139.22
436,2025-01-01 10:40:16.561482,Normal,41.59,58.02
437,2025-01-01 10:40:44.885294,Normal,58.79,43.98
438,2025-01-01 10:41:07.432463,Payday,67.64,148.1
439,2025-01-01 10:41:12.220400,Payday,45.7,93.26
440,2025-01-01 10:41:18.566246,Payday,76.89,192.24
441,2025-01-01 10:41:19.079638,Payday,128.34,123.89
442,2025-01-01 10:41:49.849977,Normal,66.83,33.44
443,2025-01-01 10:41:53.203166,Payday,91.53,196.48
444,2025-01-01 10:42:01.813608,Payday,95.04,182.41
445,2025-01-01 10:42:59.237378,Normal,40.75,59.07
446,2025-01-01 10:43:26.972581,Payday,75.64,107.64
447,2025-01-01 10:43:28.022882,Payday,83.1,171.62
448,2025-01-01 10:43:35.062056,Payday,76.1,97.73
449,2025-01-01 10:43:59.583339,Payday,64.36,184.21
450,2025-01-01 10:44:35.211708,Payday,73.14,158.71
451,2025-01-01 10:44:53.672035,Payday,40.48,778.41
452,2025-01-01 10:45:36.344009,Payday,91.01,848.25
453,2025-01-01 10:45:36.794906,Normal,56.72,72.08
454,2025-01-01 10:45:50.530248,Normal,31.79,35.77
455,2025-01-01 10:46:00.674708,Normal,57.37,52.17
456,2025-01-01 10:46:09.491939,Payday,98.83,228.43
457,2025-01-01 10:46:14.860276,Payday,72.45,124.11
458,2025-01-01 10:48:12.369021,Payday,87.5,117.03
459,2025-01-01 10:48:25.635766,Payday,85.32,98.88
460,2025-01-01 10:49:22.258040,Normal,33.11,62.59
461,2025-01-01 10:49:24.365193,Payday,75.77,113.26
462,2025-01-01 10:49:25.308274,Normal,64.0,43.86
463,2025-01-01 10:49:58.109112,Normal,38.59,21.86
464,2025-01-01 10:50:19.146251,Payday,72.91,125.59
